id,kanji,english_meaning,readings_kana,reading_count,introduced_level,compound_count,compound_refs
N1_K0261,忍,endure; stealth,にん | しのぶ | しのばせる,3,N1,2,N1_V0251 N1_V0654
N1_K0262,狂,mad;狂気,きょう | くるう | くるおしい,3,N1,1,N1_V0252
N1_K0263,奪,rob; take by force,だつ | うばう,2,N1,1,N1_V0253
N1_K0264,診,diagnose,しん | みる,2,N1,1,N1_V0254
N1_K0265,竜,dragon,りゅう | たつ,2,N1,1,N1_V0255
N1_K0266,債,debt; bond,さい,1,N1,1,N1_V0256
N1_K0267,鈴,bell,れい | りん | すず,3,N1,1,N1_V0257
N1_K0268,僧,monk,そう,1,N1,2,N1_V0258 N1_V0817
N1_K0269,掲,post; display,けい | かかげる,2,N1,3,N1_V0080 N1_V0259 N1_V0364
N1_K0270,伯,count; earl,はく,1,N1,1,N1_V0260
N1_K0271,熊,bear,くま,1,N1,1,N1_V0261
N1_K0272,浪,wave; wandering,ろう,1,N1,1,N1_V0262
N1_K0273,梅,plum,ばい | うめ,2,N1,1,N1_V0263
N1_K0274,看,watch; nursing,かん,1,N1,1,N1_V0264
N1_K0275,俊,talented;俊才,しゅん,1,N1,1,N1_V0265
N1_K0276,摘,pick; extract,てき | つむ,2,N1,1,N1_V0266
N1_K0277,項,item; clause,こう,1,N1,1,N1_V0267
N1_K0278,霊,spirit,れい | りょう | たま,3,N1,2,N1_V0268 N1_V0674
N1_K0279,垣,fence,かき,1,N1,1,N1_V0269
N1_K0280,慢,arrogant; chronic,まん,1,N1,4,N1_V0079 N1_V0270 N1_V0768 N1_V0965
N1_K0281,扱,handle; treat,あつかう,1,N1,1,N1_V0271
N1_K0282,渉,ford; negotiate,しょう,1,N1,1,N1_V0272
N1_K0283,如,like; as,じょ | にょ,2,N1,1,N1_V0273
N1_K0284,縮,shrink,しゅく | ちじむ | ちじまる | ちじめる | ちじれる | ちじらす,6,N1,3,N1_V0274 N1_V0498 N1_V0977
N1_K0285,詳,detailed,しょう | くわしい,2,N1,1,N1_V0275
N1_K0286,旦,dawn,たん | だん,2,N1,1,N1_V0276
N1_K0287,慮,consider,りょ,1,N1,1,N1_V0277
N1_K0288,雅,elegant,が,1,N1,1,N1_V0278
N1_K0289,砲,cannon,ほう,1,N1,1,N1_V0279
N1_K0290,謀,plot; plan,ぼう | はかる,2,N1,1,N1_V0280
N1_K0291,懐,bosom; nostalgia,かい | ふところ | なつかしい | なつかしむ | なつく | なつける,6,N1,1,N1_V0281
N1_K0292,愚,foolish,ぐ | おろか,2,N1,1,N1_V0282
N1_K0293,舌,tongue,ぜつ | した,2,N1,1,N1_V0283
N1_K0294,駄,poor quality; burden,だ,1,N1,1,N1_V0284
N1_K0295,奴,fellow; servant,ど,1,N1,1,N1_V0285
N1_K0296,豆,bean,とう | まめ,2,N1,1,N1_V0286
N1_K0297,又,again;また,また,1,N1,2,N1_V0287 N1_V0959
N1_K0298,銭,coin; money,せん | ぜに,2,N1,2,N1_V0193 N1_V0288
N1_K0299,抑,suppress,よく | おさえる,2,N1,1,N1_V0289
N1_K0300,侍,samurai; serve,じ | さむらい,2,N1,1,N1_V0290
N1_K0301,宙,midair; space,ちゅう,1,N1,1,N1_V0291
N1_K0302,範,model; scope,はん,1,N1,1,N1_V0292
N1_K0303,潜,dive; hide,せん | ひそむ | もぐる,3,N1,2,N1_V0205 N1_V0293
N1_K0304,酔,intoxicated,すい | よう,2,N1,2,N1_V0138 N1_V0294
N1_K0305,呂,spine; musical note,ろ,1,N1,1,N1_V0295
N1_K0306,還,return,かん,1,N1,1,N1_V0296
N1_K0307,丹,red; sincerity,たん,1,N1,1,N1_V0297
N1_K0308,亜,sub-; Asia,あ,1,N1,1,N1_V0298
N1_K0309,亀,turtle,き | かめ,2,N1,1,N1_V0299
N1_K0310,沼,marsh,しょう | ぬま,2,N1,1,N1_V0300
N1_K0311,巡,patrol; go around,じゅん | めぐる,2,N1,1,N1_V0301
N1_K0312,臭,smell; odor,しゅう | くさい | におう,3,N1,1,N1_V0302
N1_K0313,慶,celebrate; joy,けい,1,N1,1,N1_V0303
N1_K0314,距,distance,きょ,1,N1,1,N1_V0304
N1_K0315,釈,explain; release,しゃく,1,N1,1,N1_V0305
N1_K0316,侵,invade,しん | おかす,2,N1,1,N1_V0306
N1_K0317,僚,colleague; official,りょう,1,N1,1,N1_V0307
N1_K0318,悟,understand; enlightenment,ご | さとる,2,N1,1,N1_V0308
N1_K0319,隆,prosper; rise,りゅう,1,N1,1,N1_V0309
N1_K0320,裂,split; tear,れつ | さく | さける,3,N1,2,N1_V0299 N1_V0310
N1_K0321,尋,inquire; fathom,じん | たずねる,2,N1,1,N1_V0311
N1_K0322,旗,flag,き | はた,2,N1,1,N1_V0312
N1_K0323,羅,gauze; spread,ら,1,N1,1,N1_V0313
N1_K0324,揮,brandish; command,き,1,N1,1,N1_V0314
N1_K0325,票,ballot;票数,ひょう,1,N1,1,N1_V0315
N1_K0326,稲,rice plant,とう | いね,2,N1,2,N1_V0316 N1_V0396
N1_K0327,胞,cell; placenta,ほう,1,N1,1,N1_V0317
N1_K0328,懸,hang; concern,けん | かける | かかる,3,N1,1,N1_V0318
N1_K0329,稿,draft; manuscript,こう,1,N1,1,N1_V0319
N1_K0330,塚,mound,つか,1,N1,1,N1_V0320
N1_K0331,盤,board; disk,ばん,1,N1,1,N1_V0321
N1_K0332,災,disaster,さい | わざわい,2,N1,2,N1_V0322 N1_V1006
N1_K0333,曹,sergeant; official,そう,1,N1,1,N1_V0323
N1_K0334,尽,exhaust;尽力,じん | つくす | つきる | つかす,4,N1,1,N1_V0324
N1_K0335,嫁,bride; marry,か | よめ | とつぐ,3,N1,1,N1_V0325
N1_K0336,繁,prosper;繁栄,はん,1,N1,3,N1_V0192 N1_V0326 N1_V0570
N1_K0337,即,immediate,そく,1,N1,1,N1_V0327
N1_K0338,帳,book; curtain,ちょう,1,N1,1,N1_V0328
N1_K0339,飾,decorate,しょく | かざる,2,N1,1,N1_V0329
N1_K0340,沿,along; follow,えん | そう,2,N1,1,N1_V0330
N1_K0341,獲,capture; obtain,かく | える,2,N1,1,N1_V0331
N1_K0342,伴,accompany,はん | ばん | ともなう,3,N1,1,N1_V0332
N1_K0343,唐,Tang; China,とう | から,2,N1,1,N1_V0333
N1_K0344,狭,narrow,きょう | せまい | せばめる | せばまる,4,N1,1,N1_V0334
N1_K0345,添,add; accompany,てん | そえる | そう,3,N1,1,N1_V0335
N1_K0346,剤,medicine; agent,ざい,1,N1,2,N1_V0336 N1_V0837
N1_K0347,魅,charm,み,1,N1,1,N1_V0337
N1_K0348,契,contract; pledge,けい | ちぎる,2,N1,1,N1_V0338
N1_K0349,邪,wicked;邪魔,じゃ,1,N1,1,N1_V0339
N1_K0350,挑,challenge,ちょう | いどむ,2,N1,1,N1_V0340
N1_K0351,免,exempt;免許,めん | まぬかれる,2,N1,2,N1_V0341 N1_V1040
N1_K0352,爵,nobility rank,しゃく,1,N1,2,N1_V0260 N1_V0342
N1_K0353,択,choose,たく,1,N1,1,N1_V0343
N1_K0354,廊,corridor,ろう,1,N1,1,N1_V0344
N1_K0355,析,analyze,せき,1,N1,1,N1_V0345
N1_K0356,輩,fellow; group,はい,1,N1,1,N1_V0346
N1_K0357,敏,quick; clever,びん,1,N1,1,N1_V0347
N1_K0358,鶴,crane,つる,1,N1,1,N1_V0348
N1_K0359,虚,empty; false,きょ,1,N1,2,N1_V0349 N1_V0642
N1_K0360,往,go; past,おう,1,N1,1,N1_V0350
N1_K0361,趣,gist;趣味,しゅ | おもむき,2,N1,2,N1_V0351 N1_V0497
N1_K0362,烈,violent; intense,れつ,1,N1,1,N1_V0352
N1_K0363,索,search; rope,さく,1,N1,2,N1_V0353 N1_V0870
N1_K0364,匂,fragrance,におう,1,N1,1,N1_V0354
N1_K0365,摩,rub; friction,ま,1,N1,1,N1_V0355
N1_K0366,菊,chrysanthemum,きく,1,N1,1,N1_V0356
N1_K0367,滑,slip; smooth,かつ | こつ | すべる | なめらか,4,N1,1,N1_V0357
N1_K0368,沙,sand,さ,1,N1,2,N1_V0358 N1_V0747
N1_K0369,裸,naked,ら | はだか,2,N1,1,N1_V0359
N1_K0370,孝,filial piety,こう,1,N1,1,N1_V0360
N1_K0371,綱,rope; guideline,こう | つな,2,N1,1,N1_V0361
N1_K0372,邸,residence,てい,1,N1,1,N1_V0362
N1_K0373,邦,country; Japan,ほう,1,N1,1,N1_V0363
N1_K0374,揚,raise; fry,よう | あげる | あがる,3,N1,1,N1_V0364
N1_K0375,卓,table;卓越,たく,1,N1,1,N1_V0365
N1_K0376,騎,horse riding,き,1,N1,1,N1_V0366
N1_K0377,墓,grave,ぼ | はか,2,N1,1,N1_V0367
N1_K0378,姫,princess,ひめ,1,N1,1,N1_V0368
N1_K0379,孔,hole;孔子,こう,1,N1,2,N1_V0369 N1_V0778
N1_K0380,耐,endure,たい | たえる,2,N1,2,N1_V0251 N1_V0370
N1_K0381,須,must;須要,す,1,N1,1,N1_V0371
N1_K0382,臨,face; attend,りん | のぞむ,2,N1,1,N1_V0372
N1_K0383,献,offer; dedicate,けん,1,N1,1,N1_V0373
N1_K0384,脈,vein; pulse,みゃく,1,N1,1,N1_V0374
N1_K0385,芝,lawn,しば,1,N1,1,N1_V0375
N1_K0386,唱,chant; advocate,しょう | となえる,2,N1,2,N1_V0376 N1_V0822
N1_K0387,亭,pavilion; restaurant suffix,てい,1,N1,1,N1_V0377
N1_K0388,誕,birth,たん,1,N1,1,N1_V0378
N1_K0389,貫,pierce;贯,かん | つらぬく,2,N1,1,N1_V0379
N1_K0390,偽,false; deceive,ぎ | いつわる | にせ,3,N1,2,N1_V0349 N1_V0380
N1_K0391,奮,stir oneself,ふん | ふるう,2,N1,1,N1_V0054
N1_K0392,桜,cherry blossom,おう | さくら,2,N1,1,N1_V0381
N1_K0393,熟,ripen; skilled,じゅく | うれる,2,N1,1,N1_V0382
N1_K0394,排,exclude;排除,はい,1,N1,2,N1_V0383 N1_V1048
N1_K0395,透,transparent; penetrate,とう | すく | すかす | すける,4,N1,1,N1_V0384
N1_K0396,棄,abandon,き,1,N1,1,N1_V0385
N1_K0397,削,shave; reduce,さく | けずる,2,N1,1,N1_V0386
N1_K0398,奏,play music; report,そう | かなでる,2,N1,1,N1_V0387
N1_K0399,幻,illusion,げん | まぼろし,2,N1,1,N1_V0388
N1_K0400,麗,beautiful,れい | うるわしい,2,N1,1,N1_V0389
N1_K0401,逮,apprehend; catch,たい,1,N1,1,N1_V0390
N1_K0402,誠,sincerity,せい | まこと,2,N1,1,N1_V0391
N1_K0403,炎,flame,えん | ほのお,2,N1,2,N1_V0392 N1_V0694
N1_K0404,椅,chair,い,1,N1,1,N1_V0393
N1_K0405,寛,broad; tolerant,かん,1,N1,1,N1_V0394
N1_K0406,斉,equal;齐,せい,1,N1,1,N1_V0395
N1_K0407,穂,ear of grain,すい | ほ,2,N1,1,N1_V0396
N1_K0408,兼,concurrently; combine,けん | かねる,2,N1,1,N1_V0397
N1_K0409,飼,raise animals,し | かう,2,N1,1,N1_V0398
N1_K0410,促,urge; accelerate,そく | うながす,2,N1,1,N1_V0399
N1_K0411,尚,still; esteem,しょう,1,N1,1,N1_V0400
N1_K0412,彩,coloring,さい | いろどる,2,N1,2,N1_V0401 N1_V0972
N1_K0413,暖,warm,だん | あたたか | あたたかい | あたたまる | あたためる,5,N1,3,N1_V0070 N1_V0402 N1_V0616
N1_K0414,俗,custom; vulgar,ぞく,1,N1,1,N1_V0403
N1_K0415,較,compare,かく,1,N1,1,N1_V0404
N1_K0416,傍,beside,ぼう | かたわら,2,N1,1,N1_V0405
N1_K0417,肝,liver; core,かん | きも,2,N1,1,N1_V0406
N1_K0418,畑,field,はた | はたけ,2,N1,2,N1_V0407 N1_V0734
N1_K0419,峰,peak,ほう | みね,2,N1,1,N1_V0408
N1_K0420,抵,resist,てい,1,N1,1,N1_V0112
N1_K0421,恩,favor; grace,おん,1,N1,2,N1_V0098 N1_V0819
N1_K0422,誇,boast; pride,こ | ほこる,2,N1,1,N1_V0409
N1_K0423,網,net; network,もう | あみ,2,N1,1,N1_V0410
N1_K0424,渋,astringent; reluctant,じゅう | しぶ | しぶい | しぶる,4,N1,1,N1_V0411
N1_K0425,魂,soul,こん | たましい,2,N1,1,N1_V0412
N1_K0426,牧,pasture; shepherd,ぼく | まき,2,N1,1,N1_V0413
N1_K0427,控,refrain; note down,こう | ひかえる,2,N1,1,N1_V0414
N1_K0428,紛,confuse; distract,ふん | まぎれる | まぎらす | まぎらわす | まぎらわしい,5,N1,1,N1_V0415
N1_K0429,戒,admonish;戒律,かい | いましめる,2,N1,2,N1_V0416 N1_V0792
N1_K0430,没,sink; die,ぼつ,1,N1,2,N1_V0417 N1_V0458
N1_K0431,既,already,き | すでに,2,N1,1,N1_V0418
N1_K0432,股,thigh; crotch,こ | また,2,N1,1,N1_V0419
N1_K0433,脅,threaten,きょう | おびやかす | おどす | おどかす,4,N1,1,N1_V0420
N1_K0434,征,conquer; campaign,せい,1,N1,1,N1_V0421
N1_K0435,覆,cover; overturn,ふく | おおう | くつがえす | くつがえる,4,N1,1,N1_V0422
N1_K0436,郡,county; district,ぐん,1,N1,1,N1_V0423
N1_K0437,丘,hill,きゅう | おか,2,N1,1,N1_V0424
N1_K0438,佳,excellent; beautiful,か,1,N1,1,N1_V0425
N1_K0439,叔,uncle/aunt element,しゅく,1,N1,1,N1_V0426
N1_K0440,託,entrust,たく,1,N1,1,N1_V0427
N1_K0441,哀,sorrow,あい | あわれ | あわれむ,3,N1,2,N1_V0428 N1_V0945
N1_K0442,肥,fertile; fat,ひ | こえる | こえ | こやす | こやし,5,N1,2,N1_V0429 N1_V1071
N1_K0443,朗,bright; cheerful,ろう | ほがらか,2,N1,1,N1_V0430
N1_K0444,慎,careful; prudent,しん | つつしむ,2,N1,2,N1_V0431 N1_V0970
N1_K0445,悠,calm; distant,ゆう,1,N1,1,N1_V0432
N1_K0446,眉,eyebrow,び | まゆ,2,N1,1,N1_V0433
N1_K0447,拒,refuse,きょ | こばむ,2,N1,1,N1_V0434
N1_K0448,概,outline; general,がい,1,N1,1,N1_V0435
N1_K0449,顧,look back; consider,こ | かえりみる,2,N1,1,N1_V0436
N1_K0450,腐,rot; decay,ふ | くさる | くされる | くさらす,4,N1,1,N1_V0437
N1_K0451,挨,approach; greeting element,あい,1,N1,1,N1_V0438
N1_K0452,孤,orphan; alone,こ,1,N1,1,N1_V0439
N1_K0453,拶,press; greeting element,さつ,1,N1,1,N1_V0438
N1_K0454,却,reject; retreat,きゃく,1,N1,1,N1_V0440
N1_K0455,賊,thief; rebel,ぞく,1,N1,1,N1_V0441
N1_K0456,荘,villa;庄,そう,1,N1,1,N1_V0442
N1_K0457,匠,artisan,しょう,1,N1,1,N1_V0443
N1_K0458,悔,regret,かい | くいる | くやむ | くやしい,4,N1,1,N1_V0444
N1_K0459,獄,prison,ごく,1,N1,1,N1_V0445
N1_K0460,滞,stagnate; stay,たい | とどこおる,2,N1,2,N1_V0411 N1_V0446
N1_K0461,遇,meet; treatment,ぐう,1,N1,1,N1_V0447
N1_K0462,淡,pale;淡水,たん | あわい,2,N1,1,N1_V0448
N1_K0463,購,purchase,こう,1,N1,1,N1_V0449
N1_K0464,併,combine,へい | あわせる,2,N1,1,N1_V0450
N1_K0465,崇,revere,すう,1,N1,1,N1_V0451
N1_K0466,唯,only,ゆい,1,N1,1,N1_V0452
N1_K0467,垂,hang down,すい | たれる | たらす,3,N1,1,N1_V0453
N1_K0468,岐,branch; fork,き,1,N1,2,N1_V0454 N1_V0855
N1_K0469,俳,haiku; actor,はい,1,N1,2,N1_V0455 N1_V1056
N1_K0470,斜,diagonal; slant,しゃ | ななめ,2,N1,1,N1_V0456
N1_K0471,嬢,young lady,じょう,1,N1,1,N1_V0457
N1_K0472,陥,fall into; trap,かん | おちいる | おとしいれる,3,N1,1,N1_V0458
N1_K0473,償,compensate,しょう | つぐなう,2,N1,1,N1_V0459
N1_K0474,鑑,model;鉴,かん | かんがみる,2,N1,1,N1_V0460
N1_K0475,勧,recommend; urge,かん | すすめる,2,N1,1,N1_V0461
N1_K0476,葬,bury,そう | ほうむる,2,N1,1,N1_V0462
N1_K0477,焦,burn;焦点,しょう | こげる | こがす | こがれる | あせる,5,N1,1,N1_V0463
N1_K0478,剛,strong; sturdy,ごう,1,N1,1,N1_V0464
N1_K0479,膨,swell,ぼう | ふくらむ | ふくれる,3,N1,1,N1_V0465
N1_K0480,廷,court,てい,1,N1,1,N1_V0466
N1_K0481,紫,purple,し | むらさき,2,N1,1,N1_V0467
N1_K0482,銘,inscription; brand,めい,1,N1,1,N1_V0468
N1_K0483,鎌,sickle,かま,1,N1,1,N1_V0469
N1_K0484,菌,germ; fungus,きん,1,N1,1,N1_V0470
N1_K0485,稼,earn; operate,か | かせぐ,2,N1,1,N1_V0471
N1_K0486,譲,yield; transfer,じょう | ゆずる,2,N1,1,N1_V0472
N1_K0487,随,follow,ずい,1,N1,1,N1_V0473
N1_K0488,猛,fierce,もう,1,N1,2,N1_V0352 N1_V0531
N1_K0489,遂,accomplish,すい | とげる,2,N1,1,N1_V0474
N1_K0490,冒,risk;冒険,ぼう | おかす,2,N1,1,N1_V0475
N1_K0491,泰,peaceful; grand,たい,1,N1,1,N1_V0476
N1_K0492,翼,wing,よく | つばさ,2,N1,1,N1_V0477
N1_K0493,凄,terrific;凄惨,せい,1,N1,1,N1_V0478
N1_K0494,序,order; preface,じょ,1,N1,2,N1_V0479 N1_V0672
N1_K0495,扉,door,ひ | とびら,2,N1,1,N1_V0480
N1_K0496,是,right; this,ぜ,1,N1,1,N1_V0481
N1_K0497,寸,measurement; tiny,すん,1,N1,1,N1_V0482
N1_K0498,賃,fare; wages,ちん,1,N1,1,N1_V0483
N1_K0499,偵,spy; investigate,てい,1,N1,1,N1_V0484
N1_K0500,澄,clear;澄む,ちょう | すむ | すます,3,N1,1,N1_V0485
N1_K0501,殊,especially; unusual,しゅ | こと,2,N1,1,N1_V0486
N1_K0502,緩,loose;缓,かん | ゆるい | ゆるやか | ゆるむ | ゆるめる,5,N1,1,N1_V0487
N1_K0503,頑,stubborn,がん,1,N1,1,N1_V0488
N1_K0504,紋,crest; pattern,もん,1,N1,1,N1_V0489
N1_K0505,糖,sugar,とう,1,N1,1,N1_V0490
N1_K0506,煮,boil; simmer,しゃ | にる | にえる | にやす,4,N1,1,N1_V0491
N1_K0507,芳,fragrant; favorable,ほう | かんばしい,2,N1,1,N1_V0492
N1_K0508,惨,miserable; cruel,さん | ざん | みじめ,3,N1,2,N1_V0478 N1_V0493
N1_K0509,歓,joy,かん,1,N1,1,N1_V0494
N1_K0510,虐,oppress; cruel,ぎゃく | しいたげる,2,N1,1,N1_V0495
N1_K0511,喉,throat,こう | のど,2,N1,1,N1_V0496
N1_K0512,旨,gist; tasty,し | むね,2,N1,1,N1_V0497
N1_K0513,凝,congeal; concentrate,ぎょう | こる | こらす,3,N1,1,N1_V0498
N1_K0514,圏,sphere; zone,けん,1,N1,1,N1_V0499
N1_K0515,拭,wipe,しょく | ふく | ぬぐう,3,N1,1,N1_V0500
N1_K0516,涯,horizon; limit,がい,1,N1,1,N1_V0501
N1_K0517,貞,chastity; upright,てい,1,N1,1,N1_V0502
N1_K0518,堅,hard; firm,けん | かたい,2,N1,1,N1_V0503
N1_K0519,倫,ethics; relations,りん,1,N1,1,N1_V0504
N1_K0520,壇,platform,だん,1,N1,1,N1_V0505
N1_K0521,呉,Wu; give,ご,1,N1,1,N1_V0506
N1_K0522,暇,free time,か | ひま,2,N1,1,N1_V0507
N1_K0523,貌,appearance,ぼう,1,N1,1,N1_V0508
N1_K0524,塞,block; fortress,さい | そく | ふさぐ | ふさがる,4,N1,2,N1_V0509 N1_V0931
N1_K0525,噴,spout; eject,ふん | ふく,2,N1,1,N1_V0510
N1_K0526,婆,old woman,ば,1,N1,1,N1_V0511
N1_K0527,岳,mountain peak,がく | たけ,2,N1,1,N1_V0512
N1_K0528,蹴,kick,しゅう | ける,2,N1,1,N1_V0513
N1_K0529,鍵,key,けん | かぎ,2,N1,1,N1_V0514
N1_K0530,膳,meal tray,ぜん,1,N1,1,N1_V0515
N1_K0531,尺,shaku; measure,しゃく,1,N1,1,N1_V0516
N1_K0532,罰,punishment,ばつ | ばち,2,N1,1,N1_V0517
N1_K0533,漏,leak,ろう | もる | もれる | もらす,4,N1,1,N1_V0518
N1_K0534,朱,vermilion,しゅ,1,N1,1,N1_V0519
N1_K0535,覧,view; inspect,らん,1,N1,2,N1_V0520 N1_V0921
N1_K0536,漂,drift,ひょう | ただよう,2,N1,1,N1_V0521
N1_K0537,汁,juice; soup,じゅう | しる,2,N1,2,N1_V0522 N1_V0724
N1_K0538,寂,lonely; quiet,じゃく | さび | さびしい | さびれる,4,N1,1,N1_V0523
N1_K0539,嘆,sigh; lament,たん | なげく | なげかわしい,3,N1,1,N1_V0524
N1_K0540,禅,Zen,ぜん,1,N1,1,N1_V0525
N1_K0541,浄,clean; pure,じょう,1,N1,1,N1_V0526
N1_K0542,酷,cruel; severe,こく,1,N1,2,N1_V0527 N1_V0666
N1_K0543,刃,blade,じん | は,2,N1,1,N1_V0528
N1_K0544,漫,casual; rambling,まん,1,N1,1,N1_V0529
N1_K0545,霧,fog,む | きり,2,N1,1,N1_V0530
N1_K0546,暑,hot weather,しょ | あつい,2,N1,1,N1_V0531
N1_K0547,棚,shelf,たな,1,N1,1,N1_V0532
N1_K0548,袖,sleeve,しゅう | そで,2,N1,1,N1_V0533
N1_K0549,壮,robust; grand,そう,1,N1,1,N1_V0534
N1_K0550,旬,season; ten-day period,じゅん,1,N1,1,N1_V0535
N1_K0551,彫,carve,ちょう | ほる,2,N1,1,N1_V0536
N1_K0552,需,demand,じゅ,1,N1,1,N1_V0537
N1_K0553,鎖,chain,さ | くさり,2,N1,1,N1_V0538
N1_K0554,潰,crush; collapse,かい | つぶす | つぶれる,3,N1,1,N1_V0539
N1_K0555,縦,vertical,じゅう | たて,2,N1,1,N1_V0540
N1_K0556,粧,makeup; adorn,しょう,1,N1,1,N1_V0541
N1_K0557,慌,flustered,こう | あわてる | あわただしい,3,N1,1,N1_V0542
N1_K0558,穏,calm,おん | おだやか,2,N1,1,N1_V0543
N1_K0559,枠,frame,わく,1,N1,1,N1_V0544
N1_K0560,謎,riddle,なぞ,1,N1,1,N1_V0545
N1_K0561,誉,honor; praise,よ | ほまれ,2,N1,1,N1_V0546
N1_K0562,逸,deviate; excellent,いつ,1,N1,1,N1_V0547
N1_K0563,駒,chess piece; horse,こま,1,N1,1,N1_V0548
N1_K0564,惜,regret;惜別,せき | おしい | おしむ,3,N1,1,N1_V0549
N1_K0565,措,set aside; measure,そ,1,N1,1,N1_V0550
N1_K0566,晶,crystal; sparkle,しょう,1,N1,1,N1_V0551
N1_K0567,琴,koto,きん | こと,2,N1,1,N1_V0552
N1_K0568,摂,take in;摄,せつ,1,N1,1,N1_V0553
N1_K0569,拍,clap; beat,はく,1,N1,1,N1_V0554
N1_K0570,稽,consider; practice,けい,1,N1,1,N1_V0555
N1_K0571,礎,foundation stone,そ | いしずえ,2,N1,1,N1_V0556
N1_K0572,遭,encounter,そう | あう,2,N1,1,N1_V0557
N1_K0573,掌,palm; manage,しょう,1,N1,1,N1_V0558
N1_K0574,鍋,pot,なべ,1,N1,1,N1_V0559
N1_K0575,弓,bow,きゅう | ゆみ,2,N1,1,N1_V0560
N1_K0576,克,overcome,こく,1,N1,1,N1_V0561
N1_K0577,据,install; set,すえる | すわる,2,N1,1,N1_V0562
N1_K0578,胆,gallbladder; courage,たん,1,N1,2,N1_V0412 N1_V0563
N1_K0579,跳,jump,ちょう | はねる | とぶ,3,N1,1,N1_V0564
N1_K0580,縛,bind,ばく | しばる,2,N1,1,N1_V0565
N1_K0581,鎮,calm; suppress,ちん | しずめる | しずまる,3,N1,1,N1_V0566
N1_K0582,雷,thunder,らい | かみなり,2,N1,1,N1_V0567
N1_K0583,恨,grudge,こん | うらむ | うらめしい,3,N1,1,N1_V0568
N1_K0584,顕,appear; prominent,けん,1,N1,1,N1_V0569
N1_K0585,殖,multiply; breed,しょく | ふえる | ふやす,3,N1,1,N1_V0570
N1_K0586,寧,peaceful; rather,ねい,1,N1,1,N1_V0176
N1_K0587,湧,well up,ゆう | わく,2,N1,1,N1_V0571
N1_K0588,棋,board game,き,1,N1,1,N1_V0572
N1_K0589,巧,skillful,こう | たくみ,2,N1,1,N1_V0573
N1_K0590,浸,soak; immerse,しん | ひたす | ひたる,3,N1,1,N1_V0574
N1_K0591,桃,peach,とう | もも,2,N1,1,N1_V0575
N1_K0592,隔,separate,かく | へだてる | へだたる,3,N1,1,N1_V0576
N1_K0593,班,group; squad,はん,1,N1,1,N1_V0577
N1_K0594,甚,very;甚大,じん | はなはだ | はなはだしい,3,N1,1,N1_V0578
N1_K0595,妊,pregnancy,にん,1,N1,1,N1_V0579
N1_K0596,祉,welfare,し,1,N1,1,N1_V0580
N1_K0597,獣,beast,じゅう | けもの,2,N1,1,N1_V0581
N1_K0598,疾,disease; rapid,しつ,1,N1,1,N1_V0582
N1_K0599,塾,cram school,じゅく,1,N1,1,N1_V0583
N1_K0600,潟,lagoon,かた,1,N1,1,N1_V0584
N1_K0601,撲,strike; beat,ぼく,1,N1,1,N1_V0585
N1_K0602,塊,clump; mass,かい | かたまり,2,N1,1,N1_V0586
N1_K0603,絞,strangle; squeeze,こう | しぼる | しめる | しまる,4,N1,1,N1_V0587
N1_K0604,履,wear;履歴,り | はく,2,N1,1,N1_V0588
N1_K0605,苗,seedling,びょう | なえ,2,N1,1,N1_V0589
N1_K0606,芋,potato,いも,1,N1,1,N1_V0590
N1_K0607,冗,redundant; superfluous,じょう,1,N1,1,N1_V0591
N1_K0608,陶,pottery,とう,1,N1,1,N1_V0592
N1_K0609,励,encourage,れい | はげむ | はげます,3,N1,1,N1_V0593
N1_K0610,陳,state; display,ちん,1,N1,1,N1_V0594
N1_K0611,猿,monkey,えん | さる,2,N1,1,N1_V0595
N1_K0612,葛,kudzu,かつ | くず,2,N1,1,N1_V0596
N1_K0613,傘,umbrella,さん | かさ,2,N1,1,N1_V0597
N1_K0614,啓,enlighten; open,けい,1,N1,1,N1_V0598
N1_K0615,劣,inferior,れつ | おとる,2,N1,2,N1_V0599 N1_V0634
N1_K0616,撤,remove; withdraw,てつ,1,N1,1,N1_V0600
N1_K0617,殴,strike; beat,おう | なぐる,2,N1,1,N1_V0601
N1_K0618,盾,shield,じゅん | たて,2,N1,1,N1_V0602
N1_K0619,衰,decline,すい | おとろえる,2,N1,1,N1_V0603
N1_K0620,滝,waterfall,たき,1,N1,1,N1_V0604
N1_K0621,慰,console,い | なぐさめる | なぐさむ,3,N1,1,N1_V0605
N1_K0622,蛇,snake,じゃ | だ | へび,3,N1,1,N1_V0606
N1_K0623,梨,pear,なし,1,N1,1,N1_V0607
N1_K0624,癖,habit,へき | くせ,2,N1,1,N1_V0608
N1_K0625,潤,moist; profit,じゅん | うるおう | うるおす | うるむ,4,N1,1,N1_V0609
N1_K0626,鉢,bowl,はち,1,N1,1,N1_V0610
N1_K0627,戯,play; joke,ぎ | たわむれる,2,N1,1,N1_V0611
N1_K0628,腸,intestine,ちょう,1,N1,1,N1_V0612
N1_K0629,偏,lean; partial,へん | かたよる,2,N1,1,N1_V0613
N1_K0630,巣,nest,そう | す,2,N1,1,N1_V0614
N1_K0631,宴,banquet,えん,1,N1,1,N1_V0615
N1_K0632,炉,hearth; furnace,ろ,1,N1,1,N1_V0616
N1_K0633,棟,ridge; building counter,とう | むね,2,N1,1,N1_V0617
